"strain"	"isolate"	"genbank_title"	"length"	"country"	"host"	"date"
"MT933029.1"		"Chikungunya virus strain CHIKV-1 00472/2019, partial genome"	11197	"Brazil"	"Homo sapiens"	2019-01-21
"MT933030.1"		"Chikungunya virus strain CHIKV-2 00504/2019, partial genome"	11200	"Brazil"	"Homo sapiens"	2019-01-28
"MT933032.1"		"Chikungunya virus strain CHIKV-4 01341/2019, partial genome"	11200	"Brazil"	"Homo sapiens"	2019-05-02
"MT933033.1"		"Chikungunya virus strain CHIKV-5 01792/2019, partial genome"	11199	"Brazil"	"Homo sapiens"	2019-08-03
"MT933034.1"		"Chikungunya virus strain CHIKV-6 01888/2019, partial genome"	11200	"Brazil"	"Homo sapiens"	2019-03-15
"MT933035.1"		"Chikungunya virus strain CHIKV-7 03096/2019, partial genome"	11199	"Brazil"	"Homo sapiens"	2019-04-17
"MT933036.1"		"Chikungunya virus strain CHIKV-8 03139/2019, partial genome"	11200	"Brazil"	"Homo sapiens"	2019-04-17
"MT933038.1"		"Chikungunya virus strain CHIKV-10 03283/2019, partial genome"	11199	"Brazil"	"Homo sapiens"	2019-04-22
"MT933039.1"		"Chikungunya virus strain CHIKV-11 03802/2019, partial genome"	11210	"Brazil"	"Homo sapiens"	2019-06-05
"MT933041.1"		"Chikungunya virus strain CHIKV-13 03909/2019, partial genome"	11201	"Brazil"	"Homo sapiens"	2019-08-05
"MT933042.1"		"Chikungunya virus strain CHIKV-14 04051/2019, partial genome"	11014	"Brazil"	"Homo sapiens"	2019-11-05
"MT933043.1"		"Chikungunya virus strain CHIKV-15 05334/2019, partial genome"	11011	"Brazil"	"Homo sapiens"	2019-07-06
"MT933044.1"		"Chikungunya virus strain CHIKV-16 05573/2019, partial genome"	11191	"Brazil"	"Homo sapiens"	2019-06-13
"MT933045.1"		"Chikungunya virus strain CHIKV-17 05919/2019, partial genome"	11198	"Brazil"	"Homo sapiens"	2019-06-19
"MT933046.1"		"Chikungunya virus strain CHIKV-18 06240/2019, partial genome"	11184	"Brazil"	"Homo sapiens"	2019-01-07
"MT933047.1"		"Chikungunya virus strain CHIKV-19 06467/2019, partial genome"	11199	"Brazil"	"Homo sapiens"	2019-02-07
"MT933049.1"		"Chikungunya virus strain CHIKV-21 07570/2019, partial genome"	11200	"Brazil"	"Homo sapiens"	2019-07-07
"MT933050.1"		"Chikungunya virus strain CHIKV-22 07867/2019, partial genome"	11199	"Brazil"	"Homo sapiens"	2019-08-14
"MT933051.1"		"Chikungunya virus strain CHIKV-23 08288/2019, partial genome"	11193	"Brazil"	"Homo sapiens"	2019-05-28
"LC580236.1"	"BGD17-0266"	"Chikungunya virus BGD17-0266 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-07-01
"LC580237.1"	"BGD17-0290"	"Chikungunya virus BGD17-0290 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-07-01
"LC580238.1"	"BGD17-0303"	"Chikungunya virus BGD17-0303 genes for non-structural polyprotein, structural polyprotein, complete cds"	11233	"Bangladesh"	"Homo sapiens"	2017-07-01
"LC580239.1"	"BGD17-0306"	"Chikungunya virus BGD17-0306 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-07-01
"LC580240.1"	"BGD17-0932"	"Chikungunya virus BGD17-0932 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-08-01
"LC580241.1"	"BGD17-1024"	"Chikungunya virus BGD17-1024 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-09-01
"LC580242.1"	"BGD17-1147"	"Chikungunya virus BGD17-1147 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-09-01
"LC580243.1"	"BGD17-1151"	"Chikungunya virus BGD17-1151 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-09-01
"LC580244.1"	"BGD17-1210"	"Chikungunya virus BGD17-1210 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-09-01
"LC580245.1"	"BGD17-1232"	"Chikungunya virus BGD17-1232 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-09-01
"LC580246.1"	"BGD17-1269"	"Chikungunya virus BGD17-1269 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-09-01
"LC580247.1"	"BGD17-1270"	"Chikungunya virus BGD17-1270 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-09-01
"LC580248.1"	"BGD17-1299"	"Chikungunya virus BGD17-1299 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-10-01
"LC580249.1"	"BGD17-1319"	"Chikungunya virus BGD17-1319 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-10-01
"LC580250.1"	"BGD17-1332"	"Chikungunya virus BGD17-1332 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-10-01
"LC580251.1"	"BGD17-1413"	"Chikungunya virus BGD17-1413 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-10-01
"LC580252.1"	"BGD17-1457"	"Chikungunya virus BGD17-1457 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-10-01
"LC580253.1"	"BGD17-1538"	"Chikungunya virus BGD17-1538 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-11-01
"LC580254.1"	"BGD17-1542"	"Chikungunya virus BGD17-1542 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-11-01
"LC580255.1"	"BGD17-1629"	"Chikungunya virus BGD17-1629 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Bangladesh"	"Homo sapiens"	2017-12-01
"LC580256.1"	"THBKK19-04"	"Chikungunya virus THBKK19-04 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580257.1"	"THBKK19-06"	"Chikungunya virus THBKK19-06 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580258.1"	"THBKK19-08"	"Chikungunya virus THBKK19-08 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580259.1"	"THBKK19-09"	"Chikungunya virus THBKK19-09 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580260.1"	"THBKK19-11"	"Chikungunya virus THBKK19-11 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580261.1"	"THBKK19-12"	"Chikungunya virus THBKK19-12 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580262.1"	"THBKK19-13"	"Chikungunya virus THBKK19-13 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580263.1"	"THBKK19-14"	"Chikungunya virus THBKK19-14 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580264.1"	"THBKK19-15"	"Chikungunya virus THBKK19-15 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580265.1"	"THBKK19-16"	"Chikungunya virus THBKK19-16 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580266.1"	"THBKK19-17"	"Chikungunya virus THBKK19-17 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580267.1"	"THBKK19-19"	"Chikungunya virus THBKK19-19 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580268.1"	"THBKK19-20"	"Chikungunya virus THBKK19-20 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580269.1"	"THBKK19-21"	"Chikungunya virus THBKK19-21 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2019-10-01
"LC580270.1"	"CP10"	"Chikungunya virus CP10 genes for non-structural polyprotein, structural polyprotein, complete cds"	11237	"Thailand"	"Homo sapiens"	2010-01-01
"MT380149.1"	"225_01_18"	"Chikungunya virus isolate 225_01_18 nonstructural polyprotein and structural polyprotein genes, partial cds"	10579	"Kenya"	"Homo sapiens"	2018-01-01
"MT380156.1"	"083_04_18"	"Chikungunya virus isolate 083_04_18 nonstructural polyprotein and structural polyprotein genes, partial cds"	10575	"Kenya"	"Homo sapiens"	2018-04-01
"MT380158.1"	"014_05_18"	"Chikungunya virus isolate 014_05_18 nonstructural polyprotein and structural polyprotein genes, partial cds"	10554	"Kenya"	"Homo sapiens"	2018-05-01
"MT380159.1"	"022_05_18"	"Chikungunya virus isolate 022_05_18 nonstructural polyprotein and structural polyprotein genes, partial cds"	10574	"Kenya"	"Homo sapiens"	2018-05-01
"MT380161.1"	"232_12_17"	"Chikungunya virus isolate 232_12_17 nonstructural polyprotein and structural polyprotein genes, complete cds"	11514	"Kenya"	"Homo sapiens"	2017-12-01
"MH647180.1"	"SGEHI44536Y11"	"Chikungunya virus isolate SGEHI44536Y11 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2011-10-01
"MH647181.1"	"SGEHI45704Y11"	"Chikungunya virus isolate SGEHI45704Y11 non-structural polyprotein and structural polyprotein genes, complete cds"	11721	"Singapore"	"Homo sapiens"	2011-11-01
"MH647182.1"	"SGEHI01045Y12"	"Chikungunya virus isolate SGEHI01045Y12 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2012-01-01
"MH647183.1"	"SGEHI15219Y12"	"Chikungunya virus isolate SGEHI15219Y12 non-structural polyprotein and structural polyprotein genes, complete cds"	11671	"Singapore"	"Homo sapiens"	2012-04-01
"MH647184.1"	"SGEHI43628Y12"	"Chikungunya virus isolate SGEHI43628Y12 non-structural polyprotein and structural polyprotein genes, complete cds"	11724	"Singapore"	"Homo sapiens"	2012-10-01
"MH647185.1"	"SGEHI45198Y12"	"Chikungunya virus isolate SGEHI45198Y12 non-structural polyprotein and structural polyprotein genes, complete cds"	11671	"Singapore"	"Homo sapiens"	2012-11-01
"MH647186.1"	"SGEHI48923Y12"	"Chikungunya virus isolate SGEHI48923Y12 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2012-11-01
"MH647187.1"	"SGEHI06410Y13"	"Chikungunya virus isolate SGEHI06410Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11664	"Singapore"	"Homo sapiens"	2013-02-01
"MH647188.1"	"SGEHI14091Y13"	"Chikungunya virus isolate SGEHI14091Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2013-04-01
"MH647189.1"	"SGEHI16658Y13"	"Chikungunya virus isolate SGEHI16658Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11534	"Singapore"	"Homo sapiens"	2013-04-01
"MH647190.1"	"SGEHI18396Y13"	"Chikungunya virus isolate SGEHI18396Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2013-05-01
"MH647191.1"	"SGEHI18020Y13"	"Chikungunya virus isolate SGEHI18020Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2013-05-01
"MH647192.1"	"SGEHI19709Y13"	"Chikungunya virus isolate SGEHI19709Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2013-05-01
"MH647193.1"	"SGEHI19317Y13"	"Chikungunya virus isolate SGEHI19317Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11671	"Singapore"	"Homo sapiens"	2013-05-01
"MH647194.1"	"SGEHI24610Y13"	"Chikungunya virus isolate SGEHI24610Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2013-06-01
"MH647195.1"	"SGEHI27184Y13"	"Chikungunya virus isolate SGEHI27184Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11625	"Singapore"	"Homo sapiens"	2013-07-01
"MH647196.1"	"SGEHI33212Y13"	"Chikungunya virus isolate SGEHI33212Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11660	"Singapore"	"Homo sapiens"	2013-08-01
"MH647197.1"	"SGEHI41726Y13"	"Chikungunya virus isolate SGEHI41726Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2013-10-01
"MH647198.1"	"SGEHI42244Y13"	"Chikungunya virus isolate SGEHI42244Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11660	"Singapore"	"Homo sapiens"	2013-10-01
"MH647199.1"	"SGEHI48125Y13"	"Chikungunya virus isolate SGEHI48125Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2013-12-01
"MH647200.1"	"SGEHI48704Y13"	"Chikungunya virus isolate SGEHI48704Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2013-12-01
"MH647201.1"	"SGEHI51614Y13"	"Chikungunya virus isolate SGEHI51614Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2013-12-01
"MH647202.1"	"SGEHI01545Y14"	"Chikungunya virus isolate SGEHI01545Y14 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2014-01-01
"MH647203.1"	"SGEHI07110Y14"	"Chikungunya virus isolate SGEHI07110Y14 non-structural polyprotein and structural polyprotein genes, complete cds"	11668	"Singapore"	"Homo sapiens"	2014-02-01
"MH647204.1"	"SGEHI08550Y14"	"Chikungunya virus isolate SGEHI08550Y14 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2014-02-01
"MH647205.1"	"SGEHI14414Y14"	"Chikungunya virus isolate SGEHI14414Y14 non-structural polyprotein and structural polyprotein genes, complete cds"	11509	"Singapore"	"Homo sapiens"	2014-04-01
"MH647206.1"	"SGEHI23266Y14"	"Chikungunya virus isolate SGEHI23266Y14 non-structural polyprotein and structural polyprotein genes, complete cds"	11541	"Singapore"	"Homo sapiens"	2014-06-01
"MH647207.1"	"SGEHI41085Y15"	"Chikungunya virus isolate SGEHI41085Y15 non-structural polyprotein and structural polyprotein genes, complete cds"	11650	"Singapore"	"Homo sapiens"	2015-10-01
"MH647208.1"	"SGEHI23451Y17"	"Chikungunya virus isolate SGEHI23451Y17 non-structural polyprotein and structural polyprotein genes, complete cds"	11617	"Singapore"	"Homo sapiens"	2017-06-01
"MH647209.1"	"SGEHI24061Y13"	"Chikungunya virus isolate SGEHI24061Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11709	"Singapore"	"Homo sapiens"	2013-06-01
"MH647210.1"	"SGEHI27277Y09"	"Chikungunya virus isolate SGEHI27277Y09 non-structural polyprotein and structural polyprotein genes, complete cds"	11237	"Singapore"	"Homo sapiens"	2009-12-01
"MH647211.1"	"SGEHI10649Y09"	"Chikungunya virus isolate SGEHI10649Y09 non-structural polyprotein and structural polyprotein genes, complete cds"	11237	"Singapore"	"Homo sapiens"	2009-12-01
"MH647212.1"	"SGEHI89768Y09"	"Chikungunya virus isolate SGEHI89768Y09 non-structural polyprotein and structural polyprotein genes, complete cds"	11237	"Singapore"	"Homo sapiens"	2009-11-01
"MH647213.1"	"SGEHI66446Y10"	"Chikungunya virus isolate SGEHI66446Y10 non-structural polyprotein and structural polyprotein genes, complete cds"	11237	"Singapore"	"Homo sapiens"	2010-01-01
"MH647214.1"	"SGEHI03277Y10"	"Chikungunya virus isolate SGEHI03277Y10 non-structural polyprotein and structural polyprotein genes, complete cds"	11237	"Singapore"	"Homo sapiens"	2010-01-01
"MH647215.1"	"SGEHI50012Y10"	"Chikungunya virus isolate SGEHI50012Y10 non-structural polyprotein and structural polyprotein genes, complete cds"	11237	"Singapore"	"Homo sapiens"	2010-02-01
"MH647216.1"	"SGEHI62649Y10"	"Chikungunya virus isolate SGEHI62649Y10 non-structural polyprotein and structural polyprotein genes, complete cds"	11237	"Singapore"	"Homo sapiens"	2010-01-01
"MH647217.1"	"SGEHI08525Y13"	"Chikungunya virus isolate SGEHI08525Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11237	"Singapore"	"Homo sapiens"	2013-02-01
"MH647218.1"	"SGEHI09556Y13"	"Chikungunya virus isolate SGEHI09556Y13 non-structural polyprotein and structural polyprotein genes, complete cds"	11237	"Singapore"	"Homo sapiens"	2013-03-01
"MT349960.1"	"H542"	"Chikungunya virus isolate H542, partial genome"	11494	"Brazil"	"Homo sapiens"	2018-07-02
"MN462638.1"	"00235-P-12919"	"Chikungunya virus isolate 00235-P-12919 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-03-24
"MN462639.1"	"00261-P-12924"	"Chikungunya virus isolate 00261-P-12924 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-04-08
"MN462640.1"	"00212-S-12918"	"Chikungunya virus isolate 00212-S-12918 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-05-04
"MN462641.1"	"00218-P-16392"	"Chikungunya virus isolate 00218-P-16392 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-05-05
"MN462642.1"	"00311-P-12944"	"Chikungunya virus isolate 00311-P-12944 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-05-11
"MN462643.1"	"00316-P-12947"	"Chikungunya virus isolate 00316-P-12947 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-05-11
"MN462644.1"	"00287-P-12937"	"Chikungunya virus isolate 00287-P-12937 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-05-15
"MN462645.1"	"00308-P-12943"	"Chikungunya virus isolate 00308-P-12943 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-05-26
"MN462646.1"	"00268-P-12928"	"Chikungunya virus isolate 00268-P-12928 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-05-27
"MN462647.1"	"00264-P-12925"	"Chikungunya virus isolate 00264-P-12925 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-05-28
"MN462648.1"	"00267-P-12927"	"Chikungunya virus isolate 00267-P-12927 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-05-28
"MN462649.1"	"00285-P-12935"	"Chikungunya virus isolate 00285-P-12935 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-06-02
"MN462650.1"	"00313-P-12946"	"Chikungunya virus isolate 00313-P-12946 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-06-16
"MN462651.1"	"00272-P-12930"	"Chikungunya virus isolate 00272-P-12930 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-06-24
"MN462652.1"	"00283-P-12933"	"Chikungunya virus isolate 00283-P-12933 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-06-30
"MN462653.1"	"00284-P-12934"	"Chikungunya virus isolate 00284-P-12934 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-06-30
"MN462654.1"	"00294-P-12940"	"Chikungunya virus isolate 00294-P-12940 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-07-02
"MN462655.1"	"00304-P-12941"	"Chikungunya virus isolate 00304-P-12941 nonstructural polyprotein and structural polyprotein genes, complete cds"	11599	"Ecuador"	"Homo sapiens"	2015-07-14
